fold,rmse,mae,r2
0,46.29344221502576,25.957980612049933,0.39035246752535724
1,39.843927781166464,25.81520496715199,0.5114843538799851
2,29.267713866709876,21.641613006591797,0.7022963922535164
3,20.451204102324137,15.99319804798473,0.854640218125502
4,33.61500445993085,22.544970772483133,0.6072892017871621
