fold,accuracy,f1_macro,f1_weighted
0,0.8260869565217391,0.5365418894830659,0.8035340618460822
1,0.9545454545454546,0.9393939393939394,0.953168044077135
2,0.9090909090909091,0.8705882352941177,0.9090909090909091
3,0.9090909090909091,0.8472222222222222,0.9002525252525252
4,1.0,1.0,1.0
