fold,rmse,mae,r2
0,18.59938129742936,13.096461149091061,0.8904953512283921
1,27.184679142675794,15.634900393819805,0.7725936371080575
2,37.67675323915804,25.58107728308772,0.5066519247128531
3,34.36220487513034,21.981924777661774,0.6337965059323423
4,37.68560383567522,24.589600563243252,0.5064201139947311
