fold,rmse,mae,r2
0,59.041880036540185,46.55030192499576,0.051229062524710045
1,44.5856086736605,33.9787866744777,0.21979485770158147
2,52.67586846302858,32.870783510549465,-0.060975664741826474
3,54.99851019535771,36.554991635409266,-0.11347951643050513
4,60.14020153099048,42.40782172305466,-0.1330500514673787
