fold,rmse,mae,r2
0,47.29743176250089,28.665103018237293,0.058735725816888684
1,55.001132232029036,29.456766440125993,-0.05931265874048375
2,77.1262594165112,48.453222239575574,-0.4343019011482898
3,46.26380339380729,26.008097840932383,0.06160670674047175
4,60.37572011977729,39.31526724865206,-0.047840934188697615
