fold,rmse,mae,r2
0,58.08777856446839,42.67427606947004,0.08829574481878455
1,55.88076757081102,38.047528077223156,-0.19572155215130582
2,47.37801017549008,31.59206043590199,-0.16333340884924086
3,63.71938063238301,44.22446864577305,-0.0807389587234364
4,47.848870455062226,34.03378898998804,0.19502140075198604
