fold,rmse,mae,r2
0,42.092174611323486,27.931333324124942,0.254514529784192
1,62.88916401303694,40.375231281788714,-0.38494506110389537
2,66.29635010519755,45.62515724577925,-0.059778915903309526
3,45.54427630062549,31.55675318316983,0.09056882235972896
4,58.519913328623076,35.34733612290128,0.015585365822810893
