fold,accuracy,f1_macro,f1_weighted
0,0.9565217391304348,0.6565656565656566,0.9354413702239789
1,1.0,1.0,1.0
2,0.9090909090909091,0.8705882352941177,0.9090909090909091
3,0.9090909090909091,0.8472222222222222,0.9002525252525252
4,1.0,1.0,1.0
