fold,accuracy,f1_macro,f1_weighted
0,0.782608695652174,0.6204906204906204,0.7419536984754376
1,0.7727272727272727,0.5029761904761905,0.7171266233766234
2,0.7727272727272727,0.6559934318555009,0.7801164352888491
3,0.8181818181818182,0.6241679467485919,0.7983521854489596
4,0.8636363636363636,0.7142857142857143,0.8636363636363636
