fold,rmse,mae,r2
0,55.44411380310365,39.33175659179687,0.16333440685836254
1,61.102704284865325,32.9050132036858,-0.46534629954149254
2,48.65515878079568,21.441780228522656,0.09480988628795406
3,41.28493921676755,22.821258891712535,0.3725723114352272
4,35.01865045980538,21.302822354213657,0.6158346885095379
