fold,accuracy,f1_macro,f1_weighted
0,0.8260869565217391,0.7415514592933947,0.8266379483069525
1,0.8181818181818182,0.6225806451612903,0.8052785923753665
2,0.7727272727272727,0.564935064935065,0.7399645808736718
3,0.6818181818181818,0.36574074074074076,0.6369949494949495
4,0.7727272727272727,0.6698412698412698,0.7597402597402598
