fold,accuracy,f1_macro,f1_weighted
0,0.8695652173913043,0.5714285714285715,0.84472049689441
1,0.9545454545454546,0.9393939393939394,0.953168044077135
2,0.9090909090909091,0.8705882352941177,0.9090909090909091
3,1.0,1.0,1.0
4,0.9545454545454546,0.9393939393939394,0.9559228650137741
