fold,accuracy,f1_macro,f1_weighted
0,0.6956521739130435,0.5758661887694146,0.6822502727131059
1,0.7727272727272727,0.5163398692810457,0.6925133689839572
2,0.7727272727272727,0.5289298515104967,0.7572266443234185
3,0.7272727272727273,0.41414141414141414,0.6804407713498623
4,0.7272727272727273,0.4492234169653524,0.6966438579341805
