fold,rmse,mae,r2
0,68.15482678858939,49.25684675184025,-0.45005282182740824
1,51.63189353724592,37.79548138652603,0.06649422792482473
2,51.696893569261775,37.13109616261172,0.1679561388670764
3,48.22886158627371,30.991559321294996,-0.06872896336674628
4,58.45927488687059,40.40126030556715,0.02546833263323478
