fold,accuracy,f1_macro,f1_weighted
0,0.782608695652174,0.6178451178451178,0.7547211242863416
1,0.7272727272727273,0.3958333333333333,0.6846590909090909
2,0.7727272727272727,0.6698412698412698,0.7727272727272727
3,0.8181818181818182,0.611111111111111,0.8181818181818182
4,0.8181818181818182,0.6551724137931035,0.8219435736677116
