fold,accuracy,f1_macro,f1_weighted
0,0.8695652173913043,0.8013888888888889,0.8606884057971015
1,0.6818181818181818,0.41010101010101013,0.6570247933884298
2,0.7727272727272727,0.564935064935065,0.7399645808736718
3,0.7727272727272727,0.5347222222222222,0.7452651515151516
4,0.8181818181818182,0.6666666666666666,0.8121212121212121
