fold,rmse,mae,r2
0,37.57690787606847,19.75399911331107,0.5530307551822808
1,30.946746754230546,19.09267945706701,0.705297248089783
2,26.12208897432632,14.483147193064006,0.7628504497406449
3,21.50609691600571,14.162870369403855,0.8565555878038973
4,19.86403570506227,12.406490514491576,0.8628671597727177
