fold,accuracy,f1_macro,f1_weighted
0,0.6956521739130435,0.425,0.657608695652174
1,0.7727272727272727,0.5333333333333333,0.7272727272727273
2,0.8181818181818182,0.5535353535353535,0.768595041322314
3,0.8181818181818182,0.6666666666666666,0.8121212121212121
4,0.7727272727272727,0.5410714285714285,0.7456980519480519
