fold,accuracy,f1_macro,f1_weighted
0,0.9565217391304348,0.6565656565656566,0.9354413702239789
1,1.0,1.0,1.0
2,0.9545454545454546,0.9393939393939394,0.9559228650137741
3,0.9090909090909091,0.6100217864923747,0.9292929292929292
4,0.8636363636363636,0.7451737451737452,0.8399438399438399
