fold,accuracy,f1_macro,f1_weighted
0,0.8695652173913043,0.8190476190476191,0.865424430641822
1,0.8181818181818182,0.6585858585858585,0.7834710743801652
2,0.8181818181818182,0.5333333333333333,0.7909090909090909
3,0.7727272727272727,0.5347222222222222,0.7452651515151516
4,0.8181818181818182,0.7137736815156169,0.8106409719312946
