fold,rmse,mae,r2
0,44.93034779679859,22.847834379776664,0.36097901287498335
1,34.87499623314187,20.520485271107066,0.625732145096688
2,31.50020680744189,17.454845428466797,0.6551475571624983
3,31.560697590354263,21.99973574551669,0.6910745942032557
4,28.694207047205694,19.003908677534625,0.7138492081622905
