fold,accuracy,f1_macro,f1_weighted
0,0.8260869565217391,0.7123152709359606,0.8321696294709788
1,0.9090909090909091,0.839247311827957,0.9052785923753665
2,0.8636363636363636,0.7114695340501792,0.8492179863147605
3,0.8181818181818182,0.6941176470588234,0.783422459893048
4,0.9090909090909091,0.8944444444444445,0.9090909090909091
