session,experiment,model,features,target,n_folds,type,rmse_mean,rmse_std,mae_mean,mae_std,r2_mean,r2_std,accuracy_mean,accuracy_std,f1_macro_mean,f1_macro_std,f1_weighted_mean,f1_weighted_std
4,logistic_entropy_MIC_PAO1_PA,logistic,entropy,MIC_PAO1_PA,5,classification,,,,,,,0.775098814229249,0.0382072599955559,0.5701050679819574,0.0586162664244574,0.7537930940423231,0.0498876230440937
4,nn_combined_MIC_PAO1_PA,nn,combined,MIC_PAO1_PA,5,regression,56.69276375078132,8.219297450665259,40.3682862978233,6.7215444453471465,-0.0954565017052724,0.2615189571709431,,,,,,
4,xgboost_combined_MIC_PAO1_PA,xgboost,combined,MIC_PAO1_PA,5,regression,50.59604519886973,9.5678258794068,29.93569950027913,6.670941081754167,0.1328851341267811,0.2434396678007184,,,,,,
4,ridge_combined_MIC_PAO1_PA,ridge,combined,MIC_PAO1_PA,5,regression,53.02555115137663,7.250022088248746,35.070637226494675,6.311884303475168,0.0107165280101154,0.3267401037635605,,,,,,
4,logistic_combined_MIC_PAO1_PA,logistic,combined,MIC_PAO1_PA,5,classification,,,,,,,0.7754940711462451,0.0447984963915659,0.5439213564213564,0.0767090052894482,0.7422591456632959,0.0509439009688715
5,nn_composition_MIC_PAO1,nn,composition,MIC_PAO1,5,regression,55.37736213439198,10.291531868610601,39.547919058000424,5.1660249033575445,-0.04325218433261298,0.29251006934902196,,,,,,
5,xgboost_composition_MIC_PAO1,xgboost,composition,MIC_PAO1,5,regression,58.73422051980374,13.006493541908792,33.441973072385075,9.270495041622418,-0.14896951238846348,0.2828507304144505,,,,,,
5,ridge_composition_MIC_PAO1,ridge,composition,MIC_PAO1,5,regression,57.10900825095416,15.17145301323323,35.72659117993741,9.516791328684151,-0.11602442701260225,0.3902786348598825,,,,,,
5,logistic_composition_MIC_PAO1,logistic,composition,MIC_PAO1,5,classification,,,,,,,0.7391304347826088,0.029762609639552087,0.4969001481335448,0.05789908285504752,0.7018149830609048,0.028366697307392004
5,nn_entropy_MIC_PAO1,nn,entropy,MIC_PAO1,5,regression,52.86826181074239,11.974698446577847,38.43902860898915,8.185460701243878,0.037899720620623835,0.34251785446768285,,,,,,
5,xgboost_entropy_MIC_PAO1,xgboost,entropy,MIC_PAO1,5,regression,51.95549034975359,12.849759429534146,30.466658331212745,8.635980733825043,0.08765953036140006,0.2950363904959773,,,,,,
5,ridge_entropy_MIC_PAO1,ridge,entropy,MIC_PAO1,5,regression,55.0683756717613,9.573249345398278,36.1671622315528,6.275641466096488,-0.016811051808094613,0.21145515960747413,,,,,,
5,logistic_entropy_MIC_PAO1,logistic,entropy,MIC_PAO1,5,classification,,,,,,,0.8102766798418972,0.035944482353801294,0.6246730574455825,0.10865079461704341,0.79084804417211,0.04949172624303408
5,nn_combined_MIC_PAO1,nn,combined,MIC_PAO1,5,regression,53.53395653603714,10.756668494251864,38.59251224179682,7.029314900464642,0.02803785467434734,0.27824233404784654,,,,,,
5,xgboost_combined_MIC_PAO1,xgboost,combined,MIC_PAO1,5,regression,54.022271407122446,8.384751104902199,31.89648066945269,5.94396785110775,0.029320388449972555,0.08993183769464339,,,,,,
5,ridge_combined_MIC_PAO1,ridge,combined,MIC_PAO1,5,regression,57.39681354535295,8.256348452915594,38.449485502876044,5.314133961671907,-0.11116060306179157,0.20749607071671672,,,,,,
5,logistic_combined_MIC_PAO1,logistic,combined,MIC_PAO1,5,classification,,,,,,,0.7841897233201582,0.05073165257861085,0.6110812554629759,0.10304060716540989,0.7669707403997534,0.05315209281060601
5,nn_composition_MIC_SA,nn,composition,MIC_SA,5,regression,35.63776668092638,8.451334273335323,25.49856555622086,4.961587608667457,0.5566552667780578,0.20470748288966656,,,,,,
5,xgboost_composition_MIC_SA,xgboost,composition,MIC_SA,5,regression,28.08724009119505,14.41223341217951,15.408006138858116,8.406584994822461,0.6689436342530134,0.27038520725032517,,,,,,
5,ridge_composition_MIC_SA,ridge,composition,MIC_SA,5,regression,31.10172447801375,7.332953459422673,20.176792833380723,4.953736922817762,0.6619915065952753,0.15071472406075212,,,,,,
5,logistic_composition_MIC_SA,logistic,composition,MIC_SA,5,classification,,,,,,,0.9367588932806324,0.04651621460845779,0.7902310255251432,0.15402893022453457,0.9321202008949043,0.052325403188716105
5,nn_entropy_MIC_SA,nn,entropy,MIC_SA,5,regression,32.82582883333333,8.329413778760685,19.61758220205194,3.6862160471456202,0.6193481570221091,0.1887997773688129,,,,,,
5,xgboost_entropy_MIC_SA,xgboost,entropy,MIC_SA,5,regression,31.069788073214845,11.413171709267253,16.43560123066657,6.368896737008757,0.6350517636291416,0.19826409928010996,,,,,,
5,ridge_entropy_MIC_SA,ridge,entropy,MIC_SA,5,regression,28.638199508835747,9.037557839767882,16.636498848664036,4.70990082285818,0.698976357364204,0.18266544031179635,,,,,,
5,logistic_entropy_MIC_SA,logistic,entropy,MIC_SA,5,classification,,,,,,,0.9458498023715416,0.03412969667181488,0.8627540106951871,0.11621221033788726,0.9401415339162374,0.035803497667300795
5,nn_combined_MIC_SA,nn,combined,MIC_SA,5,regression,32.141430469449794,8.74145778227432,21.062234068859237,5.530738920555885,0.6323008649077818,0.19167935084235493,,,,,,
5,xgboost_combined_MIC_SA,xgboost,combined,MIC_SA,5,regression,30.23438115805135,10.652291443441042,16.94076868894072,6.429662632995688,0.6586539427848894,0.18273812177449636,,,,,,
5,ridge_combined_MIC_SA,ridge,combined,MIC_SA,5,regression,28.248016751891434,8.75864168050056,16.72470679423191,3.0876472593895503,0.707410041082671,0.18013398516197504,,,,,,
5,logistic_combined_MIC_SA,logistic,combined,MIC_SA,5,classification,,,,,,,0.9367588932806324,0.022602337479044773,0.850632798573975,0.10375836094729206,0.9307751427316644,0.022616188060859615
5,nn_composition_MIC_PAO1_PA,nn,composition,MIC_PAO1_PA,5,regression,54.89233773728572,10.35643108842129,39.368708247395645,5.6808819425031585,-0.028450805053712093,0.3052373576129992,,,,,,
5,xgboost_composition_MIC_PAO1_PA,xgboost,composition,MIC_PAO1_PA,5,regression,57.212869384925135,11.221733002318018,34.379691357504655,8.359419459532253,-0.08422261230402214,0.18232000301558046,,,,,,
5,ridge_composition_MIC_PAO1_PA,ridge,composition,MIC_PAO1_PA,5,regression,57.66004313823127,11.816048659297593,36.655959354944564,8.84079638323714,-0.13400522390563557,0.3306207419006629,,,,,,
5,logistic_composition_MIC_PAO1_PA,logistic,composition,MIC_PAO1_PA,5,classification,,,,,,,0.7478260869565216,0.03547637260445357,0.538063058884887,0.08559164208365809,0.7209107884852176,0.04109556877730614
5,nn_entropy_MIC_PAO1_PA,nn,entropy,MIC_PAO1_PA,5,regression,53.712984942553746,10.91537886459479,38.40121108444481,8.08983469198894,0.017353453596775203,0.30406945774728994,,,,,,
5,xgboost_entropy_MIC_PAO1_PA,xgboost,entropy,MIC_PAO1_PA,5,regression,46.525227195296196,12.538800169026933,27.799559669933252,8.816531558864256,0.27291715752989176,0.25866429523035417,,,,,,
5,ridge_entropy_MIC_PAO1_PA,ridge,entropy,MIC_PAO1_PA,5,regression,56.00829212178726,8.877779406238517,36.609991404796176,5.8588246692011285,-0.045343215767325654,0.13985866948659229,,,,,,
5,logistic_entropy_MIC_PAO1_PA,logistic,entropy,MIC_PAO1_PA,5,classification,,,,,,,0.8193675889328065,0.03065726392041947,0.65189254294093,0.10917881249945723,0.7991421438755049,0.03934885124549894
5,nn_combined_MIC_PAO1_PA,nn,combined,MIC_PAO1_PA,5,regression,52.81003112882938,12.243835608218681,37.91842834813019,7.815570099503102,0.049428827712887126,0.3133893451355038,,,,,,
5,xgboost_combined_MIC_PAO1_PA,xgboost,combined,MIC_PAO1_PA,5,regression,51.7169219069349,14.176074069899062,29.192715460722106,6.555502965343681,0.04563810622749733,0.45523636882992946,,,,,,
5,ridge_combined_MIC_PAO1_PA,ridge,combined,MIC_PAO1_PA,5,regression,57.16411574802828,10.140514109387794,38.42264450285531,5.137536714801284,-0.10086683899460616,0.2702652526878172,,,,,,
5,logistic_combined_MIC_PAO1_PA,logistic,combined,MIC_PAO1_PA,5,classification,,,,,,,0.7837944664031621,0.033715206501400995,0.6233530194588778,0.13664083186270667,0.7701750356880067,0.03346152323594998
