session,experiment,model,features,target,n_folds,type,rmse_mean,rmse_std,mae_mean,mae_std,r2_mean,r2_std,accuracy_mean,accuracy_std,f1_macro_mean,f1_macro_std,f1_weighted_mean,f1_weighted_std
2,xgboost_combined_MIC_PAO1_PA,xgboost,combined,MIC_PAO1_PA,5,regression,49.43001606767963,7.041783298352976,28.84469529284305,5.413826856940882,0.1761254588106874,0.2127586821465616,,,,,,
2,ridge_combined_MIC_PAO1_PA,ridge,combined,MIC_PAO1_PA,5,regression,54.30381641210995,11.088477059216409,35.60266348395279,7.096077308355263,0.011389689113183,0.313985305705214,,,,,,
2,logistic_combined_MIC_PAO1_PA,logistic,combined,MIC_PAO1_PA,5,classification,,,,,,,0.7920948616600791,0.0482375402075228,0.5967730164615592,0.1200261733014755,0.7663068985685904,0.0592438833721581
3,nn_composition_MIC_PAO1,nn,composition,MIC_PAO1,5,regression,56.34216606541899,7.937617023891182,39.83920346564681,7.418843572931717,-0.0868658937960022,0.1250496889653446,,,,,,
3,xgboost_composition_MIC_PAO1,xgboost,composition,MIC_PAO1,5,regression,53.65528023785144,5.267024297369815,31.25739135622021,7.053237982747688,0.0061751496579347,0.0948440952455461,,,,,,
3,ridge_composition_MIC_PAO1,ridge,composition,MIC_PAO1,5,regression,59.48042596694381,10.140401431878953,38.77979763717353,7.86278701453942,-0.1989743703022494,0.1350134029585099,,,,,,
3,logistic_composition_MIC_PAO1,logistic,composition,MIC_PAO1,5,classification,,,,,,,0.7387351778656126,0.0780709957623294,0.504909718856588,0.1397489051700441,0.7059563847021002,0.0883613021981682
3,nn_entropy_MIC_PAO1,nn,entropy,MIC_PAO1,5,regression,54.59084634973484,7.503931428846225,38.67642458262877,6.3529877653644,-0.0322946481459342,0.1878474589390452,,,,,,
3,xgboost_entropy_MIC_PAO1,xgboost,entropy,MIC_PAO1,5,regression,48.4853784562288,8.728006923226879,28.25496558269008,5.073444005627311,0.1473768936475338,0.2674221931102947,,,,,,
3,ridge_entropy_MIC_PAO1,ridge,entropy,MIC_PAO1,5,regression,53.46922423890843,10.41841278034704,36.00821426297607,8.703750350842107,0.0285471468827268,0.19793041332913,,,,,,
3,logistic_entropy_MIC_PAO1,logistic,entropy,MIC_PAO1,5,classification,,,,,,,0.8288537549407116,0.0337383673247008,0.6844087787135618,0.0665953009404984,0.8079895745466186,0.0585699200432271
3,nn_combined_MIC_PAO1,nn,combined,MIC_PAO1,5,regression,54.58296147964295,6.240216400181413,38.11442444367125,4.84401032369837,-0.0312953548306425,0.1499573252716024,,,,,,
3,xgboost_combined_MIC_PAO1,xgboost,combined,MIC_PAO1,5,regression,47.29699438728252,7.674592043912463,28.77874215898061,6.503109887362678,0.190050800966302,0.2520432235649441,,,,,,
3,ridge_combined_MIC_PAO1,ridge,combined,MIC_PAO1,5,regression,54.01484017963232,6.0649622371181735,35.74978238231563,6.465622777416258,-0.0067127334726252,0.1250067176260727,,,,,,
3,logistic_combined_MIC_PAO1,logistic,combined,MIC_PAO1,5,classification,,,,,,,0.8652173913043478,0.0389764206659953,0.770318841663473,0.0809846609523519,0.8558359154290125,0.0471768402354756
3,nn_composition_MIC_SA,nn,composition,MIC_SA,5,regression,36.77997660475111,8.823252355573224,25.91661006641011,6.0778720832224815,0.5383722201711787,0.1964898754717123,,,,,,
3,xgboost_composition_MIC_SA,xgboost,composition,MIC_SA,5,regression,27.533232906296178,12.62304206037399,14.913717675491752,6.365686245542992,0.7099649890255753,0.201930965684487,,,,,,
3,ridge_composition_MIC_SA,ridge,composition,MIC_SA,5,regression,29.33715226011397,7.998688339990097,19.425685513440847,4.974134807156401,0.7075296500287083,0.1276457897371593,,,,,,
3,logistic_composition_MIC_SA,logistic,composition,MIC_SA,5,classification,,,,,,,0.9458498023715414,0.0183953775149725,0.8672201001612766,0.1084122098529259,0.9405260899425046,0.0203972327711556
3,nn_entropy_MIC_SA,nn,entropy,MIC_SA,5,regression,38.31675434763332,13.253925846926046,24.009258113453985,8.54311729348224,0.4723003905157674,0.3482920011008351,,,,,,
3,xgboost_entropy_MIC_SA,xgboost,entropy,MIC_SA,5,regression,26.47171838864075,10.590815553811384,13.38609091415707,5.742987002858573,0.7414960999954054,0.1979206453433682,,,,,,
3,ridge_entropy_MIC_SA,ridge,entropy,MIC_SA,5,regression,29.542857831990084,8.303282769982207,17.714562765785153,5.040136275807529,0.6986623987814513,0.1460427538652081,,,,,,
3,logistic_entropy_MIC_SA,logistic,entropy,MIC_SA,5,classification,,,,,,,0.9367588932806324,0.0226023374790447,0.8031927114280055,0.141744985868381,0.93585076526718,0.0197467082354554
3,nn_combined_MIC_SA,nn,combined,MIC_SA,5,regression,36.73132804563293,11.464661236068984,23.60633282868758,6.857348496929744,0.5259120073966183,0.2813856817342846,,,,,,
3,xgboost_combined_MIC_SA,xgboost,combined,MIC_SA,5,regression,30.928680937435228,10.765479187561729,16.25967986819301,6.204584977032642,0.6581383159676963,0.2123784273053823,,,,,,
3,ridge_combined_MIC_SA,ridge,combined,MIC_SA,5,regression,28.24800135298785,9.2884485407527,17.904498202995516,5.220981399236482,0.7141275884159423,0.1777257116520738,,,,,,
3,logistic_combined_MIC_SA,logistic,combined,MIC_SA,5,classification,,,,,,,0.9367588932806324,0.0226023374790447,0.8085079789491555,0.1306395864941313,0.9396824260306588,0.019822077916617
3,nn_composition_MIC_PAO1_PA,nn,composition,MIC_PAO1_PA,5,regression,55.9676616355445,7.889312053935903,39.69328997743214,7.582608194350861,-0.0741202726406679,0.1358054262758515,,,,,,
3,xgboost_composition_MIC_PAO1_PA,xgboost,composition,MIC_PAO1_PA,5,regression,56.95495157077933,5.507784477674412,32.908299326543144,7.804276152960508,-0.1230625310153791,0.146618923830526,,,,,,
3,ridge_composition_MIC_PAO1_PA,ridge,composition,MIC_PAO1_PA,5,regression,59.850988554716345,12.231042886424651,37.93974848364357,7.658011624436778,-0.224760084915815,0.2916149839482417,,,,,,
3,logistic_composition_MIC_PAO1_PA,logistic,composition,MIC_PAO1_PA,5,classification,,,,,,,0.7743083003952569,0.0513134214891338,0.5929298359943521,0.1275002104010043,0.75372326615824,0.0660689156529352
3,nn_entropy_MIC_PAO1_PA,nn,entropy,MIC_PAO1_PA,5,regression,54.06757195575484,7.762062053731731,38.473350777976975,6.038435410911641,-0.0112461507100449,0.1892509536030539,,,,,,
3,xgboost_entropy_MIC_PAO1_PA,xgboost,entropy,MIC_PAO1_PA,5,regression,49.81864134762152,10.820390941361351,28.82735785262373,5.579712759289047,0.1157324902831813,0.2934565991682287,,,,,,
3,ridge_entropy_MIC_PAO1_PA,ridge,entropy,MIC_PAO1_PA,5,regression,55.33243975334717,12.406383832979047,36.72922279754646,8.171558619096128,-0.0565151759100252,0.3177840136075683,,,,,,
3,logistic_entropy_MIC_PAO1_PA,logistic,entropy,MIC_PAO1_PA,5,classification,,,,,,,0.8292490118577076,0.0510876254724896,0.6806195596518176,0.1182342651567943,0.8033028542285203,0.0738703400981487
3,nn_combined_MIC_PAO1_PA,nn,combined,MIC_PAO1_PA,5,regression,54.48051589073826,5.779966177434771,37.6969970550013,4.705917387321919,-0.0377540200452916,0.2009600725686036,,,,,,
3,xgboost_combined_MIC_PAO1_PA,xgboost,combined,MIC_PAO1_PA,5,regression,48.459344164067815,13.883943414688986,27.271386141574293,6.764210603310672,0.141782169234806,0.3663465378241999,,,,,,
3,ridge_combined_MIC_PAO1_PA,ridge,combined,MIC_PAO1_PA,5,regression,53.21450577086334,6.830335665041001,35.20499440148022,6.800770671507945,0.0179817000742537,0.1716461652494267,,,,,,
3,logistic_combined_MIC_PAO1_PA,logistic,combined,MIC_PAO1_PA,5,classification,,,,,,,0.8110671936758893,0.0517861986480631,0.6377002184566145,0.1121785923223227,0.7875064018053812,0.0739943288260019
4,nn_composition_MIC_PAO1,nn,composition,MIC_PAO1,5,regression,57.63859840766829,6.317245553615882,41.340456817746336,5.359534230624077,-0.1375855877056988,0.2360948675593356,,,,,,
4,xgboost_composition_MIC_PAO1,xgboost,composition,MIC_PAO1,5,regression,55.42675037647172,4.919103238710934,34.030670146108285,7.214437394078593,-0.0384371201529748,0.1073336275064733,,,,,,
4,ridge_composition_MIC_PAO1,ridge,composition,MIC_PAO1,5,regression,54.91034901995365,9.27687003236739,35.153569717879215,8.244802849097741,-0.039219006258373,0.3291195333426543,,,,,,
4,logistic_composition_MIC_PAO1,logistic,composition,MIC_PAO1,5,classification,,,,,,,0.7304347826086955,0.059977551039996,0.495493609630232,0.1453161706154565,0.6961715324065791,0.0845580079433004
4,nn_entropy_MIC_PAO1,nn,entropy,MIC_PAO1,5,regression,55.021462234886506,5.819805271467056,39.347482431644224,4.497258393494415,-0.0253042744283328,0.1534869191448019,,,,,,
4,xgboost_entropy_MIC_PAO1,xgboost,entropy,MIC_PAO1,5,regression,50.78130475649083,9.72824098754611,30.135463347901613,8.053366647320555,0.1205030659366169,0.2411643544530807,,,,,,
4,ridge_entropy_MIC_PAO1,ridge,entropy,MIC_PAO1,5,regression,59.00633782230168,16.271528004173636,38.0021886655169,9.413351051320909,-0.2503889255946291,0.6988444109865694,,,,,,
4,logistic_entropy_MIC_PAO1,logistic,entropy,MIC_PAO1,5,classification,,,,,,,0.7747035573122529,0.0290184266292136,0.5593946764108055,0.0657337626203308,0.7495862881469474,0.0403908900132167
4,nn_combined_MIC_PAO1,nn,combined,MIC_PAO1,5,regression,55.97718679705214,8.12931701364683,39.4899943256592,6.565662059793518,-0.0666324555017763,0.2494209278124924,,,,,,
4,xgboost_combined_MIC_PAO1,xgboost,combined,MIC_PAO1,5,regression,46.55940232756432,14.601506221449764,28.283182893228293,8.91813617322601,0.241970040768785,0.3408485652127198,,,,,,
4,ridge_combined_MIC_PAO1,ridge,combined,MIC_PAO1,5,regression,57.276277062009,7.484700047471927,37.92461559116342,6.7527819250473184,-0.1261373594106349,0.281741131553238,,,,,,
4,logistic_combined_MIC_PAO1,logistic,combined,MIC_PAO1,5,classification,,,,,,,0.784189723320158,0.0303448185259593,0.5652047378091021,0.0686923169780815,0.7492825843202257,0.055849747057393
4,nn_composition_MIC_SA,nn,composition,MIC_SA,5,regression,35.75076757394737,6.216490077372514,25.8145910421379,4.393274156301947,0.5736396191687,0.1424338339906634,,,,,,
4,xgboost_composition_MIC_SA,xgboost,composition,MIC_SA,5,regression,31.48825709835132,4.346559748212335,16.558298953813996,3.4481347952347026,0.6754119279474261,0.0706272513397675,,,,,,
4,ridge_composition_MIC_SA,ridge,composition,MIC_SA,5,regression,32.21786217736235,4.663954016699022,20.77004837067245,2.902195872986576,0.654853536567592,0.1011929998516366,,,,,,
4,logistic_composition_MIC_SA,logistic,composition,MIC_SA,5,classification,,,,,,,0.9375494071146246,0.0445186342341702,0.8641609371021136,0.1519906631024004,0.9325804630152456,0.0525076051303011
4,nn_entropy_MIC_SA,nn,entropy,MIC_SA,5,regression,34.31209109498847,5.658652104844791,20.36536190048037,1.9587022105490453,0.6093565034999433,0.1277911826052419,,,,,,
4,xgboost_entropy_MIC_SA,xgboost,entropy,MIC_SA,5,regression,30.420254259856232,5.853087637371456,16.03302121068178,5.360787606919347,0.691604236665648,0.1089770343228651,,,,,,
4,ridge_entropy_MIC_SA,ridge,entropy,MIC_SA,5,regression,29.55736939641767,7.301905582777031,16.462197823365003,3.295232504141599,0.6998025613733704,0.1415794148971479,,,,,,
4,logistic_entropy_MIC_SA,logistic,entropy,MIC_SA,5,classification,,,,,,,0.9375494071146246,0.0445186342341702,0.8641609371021136,0.1519906631024004,0.9325804630152456,0.0525076051303011
4,nn_combined_MIC_SA,nn,combined,MIC_SA,5,regression,31.65089343244549,4.7316697174049,20.35965541492809,1.3163117375977709,0.6679272078426614,0.0953309584329202,,,,,,
4,xgboost_combined_MIC_SA,xgboost,combined,MIC_SA,5,regression,26.72196032848985,7.131140217359316,11.815813904411709,3.809333653936105,0.752209316111695,0.1153556789360422,,,,,,
4,ridge_combined_MIC_SA,ridge,combined,MIC_SA,5,regression,27.20317524513866,6.467102512619237,15.979837329467504,2.906693690104017,0.7481202401178647,0.1140489149902511,,,,,,
4,logistic_combined_MIC_SA,logistic,combined,MIC_SA,5,classification,,,,,,,0.9280632411067192,0.0360009408276227,0.7976581996434937,0.154828159052556,0.9289108681561018,0.0375383364273332
4,nn_composition_MIC_PAO1_PA,nn,composition,MIC_PAO1_PA,5,regression,57.97923595656261,7.712587330804613,40.681993304225,5.578899597202755,-0.1442936714118628,0.2473970800144922,,,,,,
4,xgboost_composition_MIC_PAO1_PA,xgboost,composition,MIC_PAO1_PA,5,regression,55.69445638018404,8.178209734604245,32.23251867301393,8.576838340417934,-0.0530295444640491,0.2323294019199059,,,,,,
4,ridge_composition_MIC_PAO1_PA,ridge,composition,MIC_PAO1_PA,5,regression,56.24149002563818,9.282726555470903,35.498037407608216,7.870045847467673,-0.0908326371826489,0.332074628145568,,,,,,
4,logistic_composition_MIC_PAO1_PA,logistic,composition,MIC_PAO1_PA,5,classification,,,,,,,0.7300395256916996,0.0555416842464681,0.491578265714888,0.1249465292024259,0.6981954987783714,0.0728387918679151
4,nn_entropy_MIC_PAO1_PA,nn,entropy,MIC_PAO1_PA,5,regression,55.634350073648285,7.086706134109195,39.11524878556803,5.935971918224791,-0.0517726171538037,0.2131424764344643,,,,,,
4,xgboost_entropy_MIC_PAO1_PA,xgboost,entropy,MIC_PAO1_PA,5,regression,47.762400150607206,8.367614158541729,27.90653567226993,6.6952832614904905,0.236076231791492,0.1542353061606408,,,,,,
4,ridge_entropy_MIC_PAO1_PA,ridge,entropy,MIC_PAO1_PA,5,regression,54.787306891295785,8.345265451553123,37.91935944230657,7.010277027258502,-0.0618648889621161,0.3865401746783417,,,,,,
