fold,rmse,mae,r2
0,35.42538871462862,22.00867765354306,0.47196135809671325
1,64.98998527812645,36.17132584268,-0.4790190904146807
2,66.92164358354067,48.2302215246524,-0.07986442408677119
3,55.56796892969849,34.208163099566406,-0.3537899136717968
4,65.39522918516218,42.66140865428097,-0.22931404945164235
