fold,rmse,mae,r2
0,81.42735630726506,48.84007369054499,-0.7915342491087358
1,51.929488795040186,36.565957977151044,-0.032603103705166836
2,47.788770020571974,26.807642106466464,-0.1835926849882361
3,65.09357368133504,43.606102848875906,-0.12785675869849578
4,53.015753969369456,33.878965795179454,0.01178637192155918
