fold,accuracy,f1_macro,f1_weighted
0,0.782608695652174,0.6222222222222222,0.7594202898550724
1,0.8181818181818182,0.6225806451612903,0.8052785923753665
2,0.8636363636363636,0.7114695340501792,0.8492179863147605
3,0.7727272727272727,0.5523809523809523,0.6935064935064935
4,0.9090909090909091,0.8944444444444445,0.9090909090909091
