fold,accuracy,f1_macro,f1_weighted
0,0.8695652173913043,0.7630568356374807,0.8531857343217792
1,0.6818181818181818,0.375,0.6420454545454546
2,0.7727272727272727,0.564935064935065,0.7399645808736718
3,0.7272727272727273,0.48066875653082547,0.7104588201766885
4,0.7272727272727273,0.45925925925925926,0.7171717171717172
