fold,accuracy,f1_macro,f1_weighted
0,0.8260869565217391,0.7363636363636363,0.8059288537549408
1,0.7272727272727273,0.4236111111111111,0.6846590909090909
2,0.7727272727272727,0.6698412698412698,0.7727272727272727
3,0.7727272727272727,0.5289298515104967,0.7572266443234185
4,0.8181818181818182,0.6225806451612903,0.8052785923753665
