fold,rmse,mae,r2
0,61.66779569222153,39.65692881658281,-0.027546052598661275
1,60.0354113758457,35.27586787935827,-0.3801310069654831
2,47.987650371353375,18.978110920299184,-0.19346459176155406
3,61.95084413538367,40.20133840229826,-0.021579507812198084
4,53.13305627909236,30.429250614177167,0.007408504061000909
