fold,rmse,mae,r2
0,29.757344334724095,16.231868578040082,0.7480999741654732
1,29.98332957399605,18.49227523803711,0.7233606813214957
2,21.603500306047536,10.26373360373757,0.8377985458344414
3,41.37531050598797,20.728684512051668,0.4050382736227681
4,28.185896629494355,11.132683840664951,0.7238975843697338
