fold,rmse,mae,r2
0,48.35588941985202,26.127053766162465,0.30601159999273153
1,45.930075279521915,26.680220170454547,0.15144669006867162
2,44.69520506009426,24.67434317954027,0.17204870743455503
3,54.857001574962375,34.62490393898704,0.11379437977695084
4,59.31740683183738,37.92225175284794,0.0011171332034888293
