fold,accuracy,f1_macro,f1_weighted
0,0.6521739130434783,0.29411764705882354,0.5754475703324807
1,0.8181818181818182,0.7000000000000001,0.8181818181818182
2,0.7272727272727273,0.4398148148148148,0.67739898989899
3,0.7727272727272727,0.6185355862775217,0.7586929199832426
4,0.6818181818181818,0.425,0.6511363636363636
