fold,accuracy,f1_macro,f1_weighted
0,0.782608695652174,0.6147683733890631,0.77329517059652
1,0.8181818181818182,0.6225806451612903,0.8052785923753665
2,0.8636363636363636,0.7114695340501792,0.8492179863147605
3,0.7272727272727273,0.4523809523809524,0.6525974025974025
4,0.8636363636363636,0.7873015873015873,0.857142857142857
