fold,rmse,mae,r2
0,57.79184355737147,42.13199164298821,0.09756165013423024
1,57.131748620423565,38.93839374994155,-0.24985710879868495
2,49.51013314686802,34.030116688121446,-0.2703949398244443
3,61.853645777039304,42.77718082617078,-0.01837638905300798
4,46.11520835198897,30.607302367784555,0.25229668731544896
