fold,rmse,mae,r2
0,62.38911305019702,42.902704595727506,-0.0517246878594122
1,55.41787806969591,39.784750254747195,-0.17599402991555446
2,43.4570640043982,24.117775088337826,0.021251002956389375
3,54.56424631228982,37.72881478273128,0.20750955007704908
4,54.245899461580706,34.214867190034326,-0.034605502621598117
