fold,accuracy,f1_macro,f1_weighted
0,0.782608695652174,0.603030303030303,0.7537549407114624
1,0.8181818181818182,0.6241679467485919,0.7983521854489596
2,0.7272727272727273,0.4398148148148148,0.67739898989899
3,0.7727272727272727,0.5888888888888889,0.7727272727272727
4,0.7727272727272727,0.5410714285714285,0.7456980519480519
