fold,accuracy,f1_macro,f1_weighted
0,0.7391304347826086,0.522689075630252,0.6897332846181952
1,0.8181818181818182,0.6241679467485919,0.7983521854489596
2,0.8181818181818182,0.6551724137931035,0.8219435736677116
3,0.7272727272727273,0.5074244751664106,0.7132383745286971
4,0.7727272727272727,0.5410714285714285,0.7456980519480519
