fold,rmse,mae,r2
0,42.34216999625198,19.64694711436396,0.4899813068753529
1,28.17888679413287,11.07847733931108,0.7556559016526713
2,27.756450382960807,15.973168459805576,0.7322469982729964
3,21.178364461948732,9.493134585293857,0.8441196643058965
4,24.84025576551479,12.374554720791904,0.7855536676067352
