fold,rmse,mae,r2
0,63.16864292657584,46.8130093113391,-0.07817073424160492
1,56.21275655885008,36.99028299610188,-0.20997137722803116
2,45.933032687575235,28.458857796408914,-0.09345472912049657
3,66.9495278954404,49.062144260563535,-0.19308875822422
4,49.4468702586534,37.8717229638206,0.14035612983434131
