fold,accuracy,f1_macro,f1_weighted
0,0.6956521739130435,0.37745098039215685,0.6297953964194373
1,0.8181818181818182,0.6777777777777777,0.8136363636363636
2,0.6818181818181818,0.375,0.6420454545454546
3,0.7727272727272727,0.6026625704045059,0.7543639156542383
4,0.6818181818181818,0.425,0.6511363636363636
